sa2_name_2011,date,Room nights occupied (no.),Room nights available (no.),Room occupancy rate (%),Guest nights occupied (no.),Guest nights available (no.),Bed occupancy rate (%),Takings from accommodation ($),Average takings per room night occupied ($),Average takings per room night available ($)
Tamborine - Canungra,2015-12-01,4015,9021,44.5,7218,26970,26.8,864012,215.2,95.78
Currumbin Valley - Tallebudgera,2015-12-01,,,,,,,,,
Carrara,2015-12-01,,,,,,,,,
Nerang - Mount Nathan,2015-12-01,,,,,,,,,
Coomera,2015-12-01,,,,,,,,,
Hope Island,2015-12-01,,,,,,,,,
Ormeau - Yatala,2015-12-01,,,,,,,,,
Varsity Lakes,2015-12-01,,,,,,,,,
Southport,2015-12-01,,,,,,,,,
Benowa,2015-12-01,,,,,,,,,
Main Beach,2015-12-01,28052,36611,76.6,77370,119350,64.8,8317599,296.51,227.19
Surfers Paradise,2015-12-01,157411,201603,78.1,405293,596234,68,31947673,202.96,158.47
Beaudesert,2015-12-01,,,,,,,,,
Cleveland,2015-12-01,,,,,,,,,
Ormiston,2015-12-01,,,,,,,,,
Redland Islands,2015-12-01,5166,6138,84.2,10440,25978,40.2,756923,146.53,123.32
Manly - Lota,2015-12-01,,,,,,,,,
Wakerley,2015-12-01,,,,,,,,,
Wynnum,2015-12-01,,,,,,,,,
Wynnum West - Hemmant,2015-12-01,,,,,,,,,
Carseldine,2015-12-01,,,,,,,,,
Aspley,2015-12-01,,,,,,,,,
Chermside,2015-12-01,6143,10292,59.7,13756,27621,49.8,1055819,171.87,102.59
Boondall,2015-12-01,,,,,,,,,
Brisbane Airport,2015-12-01,,,,,,,,,
Northgate - Virginia,2015-12-01,,,,,,,,,
Annerley,2015-12-01,,,,,,,,,
Greenslopes,2015-12-01,,,,,,,,,
Woolloongabba,2015-12-01,6188,9951,62.2,10679,21483,49.7,661319,106.87,66.46
Eight Mile Plains,2015-12-01,,,,,,,,,
Mount Gravatt,2015-12-01,,,,,,,,,
Upper Mount Gravatt,2015-12-01,,,,,,,,,
Robertson,2015-12-01,,,,,,,,,
Calamvale - Stretton,2015-12-01,,,,,,,,,
Rocklea - Acacia Ridge,2015-12-01,2272,3968,57.3,3066,10385,29.5,255622,112.51,64.42
Sunnybank,2015-12-01,,,,,,,,,
Jindalee - Mount Ommaney,2015-12-01,,,,,,,,,
Indooroopilly,2015-12-01,,,,,,,,,
St Lucia,2015-12-01,,,,,,,,,
Brisbane City,2015-12-01,162465,211823,76.7,279001,552079,50.5,30394829,187.09,143.49
Fortitude Valley,2015-12-01,11504,18569,62,17517,37634,46.5,1912301,166.23,102.98
Kangaroo Point,2015-12-01,13077,23529,55.6,22544,62155,36.3,1998036,152.79,84.92
New Farm,2015-12-01,,,,,,,,,
South Brisbane,2015-12-01,17237,25928,66.5,26318,66845,39.4,2935312,170.29,113.21
Spring Hill,2015-12-01,26466,46841,56.5,43859,118978,36.9,3559633,134.5,75.99
Albion,2015-12-01,,,,,,,,,
Ascot,2015-12-01,1811,2883,62.8,3642,7781,46.8,278979,154.05,96.77
Clayfield,2015-12-01,,,,,,,,,
Hamilton (Qld),2015-12-01,5862,12307,47.6,9356,30969,30.2,902419,153.95,73.33
Hendra,2015-12-01,,,,,,,,,
Kelvin Grove - Herston,2015-12-01,,,,,,,,,
Newstead - Bowen Hills,2015-12-01,5136,9362,54.9,10559,27602,38.3,811652,158.03,86.7
Windsor,2015-12-01,,,,,,,,,
Auchenflower,2015-12-01,,,,,,,,,
Paddington - Milton,2015-12-01,,,,,,,,,
Toowong,2015-12-01,3286,5766,57,6787,17298,39.2,492776,149.98,85.46
Darra - Sumner,2015-12-01,,,,,,,,,
Oxley (Qld),2015-12-01,,,,,,,,,
Boonah,2015-12-01,,,,,,,,,
Lowood,2015-12-01,,,,,,,,,
Rosewood,2015-12-01,,,,,,,,,
Ipswich - Central,2015-12-01,4350,8552,50.9,7863,21692,36.2,563655,129.56,65.91
Leichhardt - One Mile,2015-12-01,,,,,,,,,
North Ipswich - Tivoli,2015-12-01,,,,,,,,,
Raceview,2015-12-01,,,,,,,,,
Hillcrest,2015-12-01,,,,,,,,,
Loganholme - Tanah Merah,2015-12-01,,,,,,,,,
Loganlea,2015-12-01,,,,,,,,,
Waterford West,2015-12-01,,,,,,,,,
Slacks Creek,2015-12-01,,,,,,,,,
Springwood,2015-12-01,,,,,,,,,
Bribie Island,2015-12-01,1856,2945,63,4674,41757,11.2,292298,157.49,99.25
Caboolture,2015-12-01,1582,2480,63.8,2481,7502,33.1,194774,123.12,78.54
Caboolture - South,2015-12-01,,,,,,,,,
Margate - Woody Point,2015-12-01,,,,,,,,,
Redcliffe,2015-12-01,3025,4712,64.2,6516,14260,45.7,604470,199.82,128.28
Cashmere,2015-12-01,,,,,,,,,
Gatton,2015-12-01,,,,,,,,,
Lockyer Valley - West,2015-12-01,,,,,,,,,
Buderim - North,2015-12-01,,,,,,,,,
Buddina - Minyama,2015-12-01,,,,,,,,,
Caloundra - Kings Beach,2015-12-01,12156,16461,73.8,36836,58094,63.4,2508755,206.38,152.41
Golden Beach - Pelican Waters,2015-12-01,7970,10571,75.4,17430,33170,52.5,1265911,158.83,119.75
Moffat Beach - Battery Hill,2015-12-01,1541,2728,56.5,4263,8370,50.9,236409,153.41,86.66
Wurtulla - Birtinya,2015-12-01,,,,,,,,,
Coolum Beach,2015-12-01,7559,10881,69.5,20545,42253,48.6,1550174,205.08,142.47
Marcoola - Mudjimba,2015-12-01,13194,16120,81.9,36850,60047,61.4,2335580,177.01,144.89
Maroochydore - Kuluin,2015-12-01,8280,12183,68,21700,41788,51.9,2172276,262.35,178.3
Mooloolaba - Alexandra Headland,2015-12-01,28952,37417,77.4,78536,134385,58.4,6590427,227.64,176.13
Diddillibah - Rosemount,2015-12-01,,,,,,,,,
Nambour,2015-12-01,953,1829,52.1,1331,5301,25.1,112425,117.97,61.47
Noosa Heads,2015-12-01,25350,36952,68.6,59607,111631,53.4,9056752,357.27,245.1
Noosaville,2015-12-01,12700,20088,63.2,35776,75330,47.5,2170807,170.92,108.06
Peregian,2015-12-01,892,1829,48.8,2172,6572,33,195519,219.19,106.9
Sunshine Beach,2015-12-01,1452,2232,65.1,3199,9114,35.1,303878,209.28,136.15
Caloundra Hinterland,2015-12-01,,,,,,,,,
Maroochy Hinterland,2015-12-01,,,,,,,,,
Palmwoods,2015-12-01,,,,,,,,,
Cooloola,2015-12-01,2591,5146,50.3,7840,19623,40,320106,123.55,62.2
Gympie - North,2015-12-01,3056,4681,65.3,5938,13206,45,408138,133.56,87.19
Pialba - Eli Waters,2015-12-01,1105,2325,47.5,2055,6944,29.6,112008,101.36,48.18
Point Vernon,2015-12-01,,,,,,,,,
Torquay - Scarness - Kawungan,2015-12-01,,,,,,,,,
Urangan - Wondunna,2015-12-01,10435,16833,62,21712,61938,35.1,1608661,154.16,95.57
Burrum - Fraser,2015-12-01,,,,,,,,,
Maryborough (Qld),2015-12-01,5503,10912,50.4,9870,31496,31.3,675613,122.76,61.91
Tinana,2015-12-01,,,,,,,,,
Balonne,2015-12-01,1487,4774,31.1,2026,14136,14.3,174183,117.15,36.49
Chinchilla,2015-12-01,1347,4898,27.5,1615,12059,13.4,176039,130.68,35.94
Goondiwindi,2015-12-01,3120,7192,43.4,5264,20987,25.1,353492,113.3,49.15
Miles - Wandoan,2015-12-01,919,4278,21.5,1079,10106,10.7,140244,152.56,32.78
Roma,2015-12-01,3089,8587,36,5283,23126,22.8,448435,145.17,52.22
Roma Region,2015-12-01,524,2294,22.8,581,6541,8.9,73060,139.43,31.85
Tara,2015-12-01,,,,,,,,,
Crows Nest - Rosalie,2015-12-01,,,,,,,,,
Jondaryan,2015-12-01,,,,,,,,,
Pittsworth,2015-12-01,,,,,,,,,
Wambo,2015-12-01,3083,8432,36.6,4337,22971,18.9,422640,137.08,50.12
Southern Downs - East,2015-12-01,,,,,,,,,
Stanthorpe,2015-12-01,1637,5208,31.4,2819,16988,16.6,176915,108.07,33.97
Warwick,2015-12-01,1867,6262,29.8,3426,17856,19.2,231673,124.08,37
Darling Heights,2015-12-01,2194,4185,52.4,3806,13299,28.6,278282,126.85,66.5
Drayton - Harristown,2015-12-01,1307,3007,43.5,1751,8742,20,188686,144.37,62.75
Highfields,2015-12-01,,,,,,,,,
Newtown (Qld),2015-12-01,,,,,,,,,
North Toowoomba - Harlaxton,2015-12-01,,,,,,,,,
Toowoomba - Central,2015-12-01,7652,18228,42,12110,47957,25.3,1227816,160.46,67.36
Toowoomba - East,2015-12-01,3026,7595,39.8,5018,23219,21.6,386252,127.64,50.86
Toowoomba - West,2015-12-01,,,,,,,,,
Wilsonton,2015-12-01,,,,,,,,,
Kingaroy,2015-12-01,2166,6386,33.9,2992,16616,18,269214,124.3,42.16
Kingaroy Region - North,2015-12-01,,,,,,,,,
Nanango,2015-12-01,595,1581,37.6,631,4123,15.3,66430,111.65,42.02
Bargara - Burnett Heads,2015-12-01,4462,7409,60.2,10399,28861,36,850693,190.65,114.82
Branyan - Kensington,2015-12-01,,,,,,,,,
Bundaberg,2015-12-01,5222,9858,53,8966,26164,34.3,672008,128.69,68.17
Bundaberg Region - South,2015-12-01,1019,2077,49.1,1592,7471,21.3,130991,128.55,63.07
Millbank - Avoca,2015-12-01,1496,2976,50.3,1911,9269,20.6,175422,117.26,58.95
Gayndah - Mundubbera,2015-12-01,,,,,,,,,
Gin Gin,2015-12-01,,,,,,,,,
Monto - Eidsvold,2015-12-01,,,,,,,,,
Central Highlands - East,2015-12-01,1983,4433,44.7,2140,10912,19.6,177482,89.51,40.04
Central Highlands - West,2015-12-01,,,,,,,,,
Emerald,2015-12-01,3650,15655,23.3,4448,40703,10.9,444940,121.92,28.42
Agnes Water - Miriam Vale,2015-12-01,4871,10323,47.2,11964,35929,33.3,1225991,251.69,118.76
Banana,2015-12-01,,,,,,,,,
Biloela,2015-12-01,2525,6975,36.2,3138,17670,17.8,327709,129.79,46.98
Boyne Island - Tannum Sands,2015-12-01,990,2449,40.4,1610,6851,23.5,92772,93.67,37.88
Clinton - New Auckland,2015-12-01,,,,,,,,,
Gladstone,2015-12-01,10765,28582,37.7,14562,77097,18.9,1463889,135.99,51.22
Gladstone Hinterland,2015-12-01,,,,,,,,,
West Gladstone,2015-12-01,,,,,,,,,
Berserker,2015-12-01,,,,,,,,,
Emu Park,2015-12-01,,,,,,,,,
Norman Gardens,2015-12-01,3422,3441,99.4,4949,8401,58.9,540351,157.93,157.03
Park Avenue,2015-12-01,2628,6975,37.7,4907,19034,25.8,313879,119.43,45
Parkhurst - Kawana,2015-12-01,,,,,,,,,
Rockhampton City,2015-12-01,12273,29140,42.1,19879,72540,27.4,1749208,142.52,60.03
The Range - Allenstown,2015-12-01,4522,11284,40.1,6992,34379,20.3,518175,114.59,45.92
Yeppoon,2015-12-01,5637,13888,40.6,13748,43834,31.4,1054681,187.09,75.94
Broadsound - Nebo,2015-12-01,897,6324,14.2,962,14074,6.8,108526,120.96,17.16
Clermont,2015-12-01,,,,,,,,,
Moranbah,2015-12-01,2343,7657,30.6,2889,18848,15.3,294951,125.89,38.52
East Mackay,2015-12-01,1978,6665,29.7,2910,19251,15.1,267402,135.19,40.12
Eimeo - Rural View,2015-12-01,984,3348,29.4,2512,11036,22.8,115791,117.67,34.59
Mackay,2015-12-01,13746,30845,44.6,21419,75041,28.5,1970601,143.36,63.89
Sarina,2015-12-01,1273,2852,44.6,2157,8959,24.1,157316,123.63,55.16
Seaforth - Calen,2015-12-01,,,,,,,,,
Shoal Point - Bucasia,2015-12-01,,,,,,,,,
Slade Point,2015-12-01,,,,,,,,,
South Mackay,2015-12-01,,,,,,,,,
West Mackay,2015-12-01,6039,17732,34.1,8948,49965,17.9,630177,104.36,35.54
Bowen,2015-12-01,1161,5053,23,2052,13733,14.9,143280,123.41,28.36
Airlie - Whitsundays,2015-12-01,,,,,,,,,
Proserpine,2015-12-01,,,,,,,,,
Ayr,2015-12-01,1050,2387,44,1755,6851,25.6,102023,97.16,42.74
Charters Towers,2015-12-01,1808,4805,37.6,2747,13950,19.7,196899,108.9,40.98
Ingham,2015-12-01,865,2976,29.1,1151,8401,13.7,98027,113.33,32.94
Ingham Region,2015-12-01,,,,,,,,,
Palm Island,2015-12-01,,,,,,,,,
Aitkenvale,2015-12-01,,,,,,,,,
Belgian Gardens - Pallarenda,2015-12-01,,,,,,,,,
Deeragun,2015-12-01,,,,,,,,,
Garbutt - West End,2015-12-01,,,,,,,,,
Hermit Park - Rosslea,2015-12-01,3242,7936,40.9,6323,23281,27.2,297086,91.64,37.44
Magnetic Island,2015-12-01,2488,6479,38.4,6848,20026,34.2,403731,162.27,62.31
Mundingburra,2015-12-01,,,,,,,,,
South Townsville - Railway Estate,2015-12-01,14531,24594,59.1,24266,64032,37.9,1651035,113.62,67.13
Townsville City - North Ward,2015-12-01,20764,38874,53.4,35603,98549,36.1,2316281,111.55,59.58
Wulguru - Roseneath,2015-12-01,,,,,,,,,
Clifton Beach - Kewarra Beach,2015-12-01,,,,,,,,,
Freshwater - Stratford,2015-12-01,,,,,,,,,
Trinity Beach - Smithfield,2015-12-01,5515,10385,53.1,15585,38812,40.2,833906,151.21,80.3
Yorkeys Knob - Machans Beach,2015-12-01,,,,,,,,,
Cairns City,2015-12-01,114877,162258,70.8,221672,452850,49,15491517,134.85,95.47
Earlville - Bayview Heights,2015-12-01,,,,,,,,,
Manunda,2015-12-01,,,,,,,,,
Woree,2015-12-01,2704,4092,66.1,6027,9145,65.9,268228,99.2,65.55
Innisfail,2015-12-01,,,,,,,,,
Johnstone,2015-12-01,,,,,,,,,
Tully,2015-12-01,2903,8246,35.2,5586,25575,21.8,405249,139.59,49.14
Daintree,2015-12-01,1235,3720,33.2,2236,10137,22.1,305086,247.03,82.01
Port Douglas,2015-12-01,31478,76533,41.1,77352,244252,31.7,6110935,194.13,79.85
Atherton,2015-12-01,1090,2759,39.5,1632,7008,23.3,118933,109.1,43.11
Malanda - Yungaburra,2015-12-01,,,,,,,,,
Mareeba,2015-12-01,,,,,,,,,
Cape York,2015-12-01,1802,5673,31.8,2375,12307,19.3,170596,94.69,30.07
Croydon - Etheridge,2015-12-01,,,,,,,,,
Northern Peninsula,2015-12-01,,,,,,,,,
Torres,2015-12-01,,,,,,,,,
Weipa,2015-12-01,,,,,,,,,
Carpentaria,2015-12-01,605,2790,21.7,846,8153,10.4,71940,118.86,25.78
Mount Isa,2015-12-01,3359,11129,30.2,4336,28396,15.3,394453,117.45,35.44
Mount Isa Region,2015-12-01,,,,,,,,,
Northern Highlands,2015-12-01,,,,,,,,,
Barcaldine - Blackall,2015-12-01,1320,4030,32.8,2992,11935,25.1,166671,126.27,41.36
Charleville,2015-12-01,938,3751,25,1169,10044,11.6,103130,109.95,27.49
Far Central West,2015-12-01,522,2139,24.4,883,6107,14.5,58925,112.87,27.55
Far South West,2015-12-01,,,,,,,,,
Longreach,2015-12-01,,,,,,,,,
Migratory - Offshore - Shipping (Qld),2015-12-01,32824,41850,78.4,85043,123659,68.8,13260728,403.99,316.86
Burleigh Heads,2016-01-01,7563,9362,80.8,21746,32085,67.8,1527257,201.94,163.13
Mermaid Beach - Broadbeach,2016-01-01,70969,86180,82.3,166966,283216,59,15989545,225.3,185.54
Mermaid Waters,2016-01-01,,,,,,,,,
Miami,2016-01-01,3122,4247,73.5,6974,13423,52,291908,93.5,68.73
Coolangatta,2016-01-01,20244,24211,83.6,50407,79608,63.3,3705096,183.02,153.03
Currumbin - Tugun,2016-01-01,,,,,,,,,
Palm Beach,2016-01-01,3580,4526,79.1,5822,13857,42,419631,117.22,92.72
Biggera Waters,2016-01-01,4852,6200,78.3,10343,20863,49.6,966452,199.17,155.88
Labrador,2016-01-01,,,,,,,,,
Paradise Point - Hollywell,2016-01-01,,,,,,,,,
Runaway Bay,2016-01-01,,,,,,,,,
Tamborine - Canungra,2016-01-01,3838,9021,42.5,7190,26970,26.7,822523,214.31,91.18
Currumbin Valley - Tallebudgera,2016-01-01,,,,,,,,,
Carrara,2016-01-01,,,,,,,,,
Nerang - Mount Nathan,2016-01-01,,,,,,,,,
Coomera,2016-01-01,,,,,,,,,
Hope Island,2016-01-01,,,,,,,,,
Ormeau - Yatala,2016-01-01,,,,,,,,,
Varsity Lakes,2016-01-01,,,,,,,,,
Southport,2016-01-01,,,,,,,,,
Benowa,2016-01-01,,,,,,,,,
Main Beach,2016-01-01,30635,36487,84,83924,118699,70.7,9466223,309,259.44
Surfers Paradise,2016-01-01,169528,196827,86.1,428821,584353,73.4,35472420,209.24,180.22
Beaudesert,2016-01-01,,,,,,,,,
Cleveland,2016-01-01,,,,,,,,,
Ormiston,2016-01-01,,,,,,,,,
Redland Islands,2016-01-01,5058,6138,82.4,10066,25978,38.7,754024,149.08,122.85
Manly - Lota,2016-01-01,,,,,,,,,
Wakerley,2016-01-01,,,,,,,,,
Wynnum,2016-01-01,,,,,,,,,
Wynnum West - Hemmant,2016-01-01,,,,,,,,,
Carseldine,2016-01-01,,,,,,,,,
Aspley,2016-01-01,,,,,,,,,
Chermside,2016-01-01,5341,10292,51.9,12230,27621,44.3,1156219,216.49,112.34
Boondall,2016-01-01,,,,,,,,,
Brisbane Airport,2016-01-01,,,,,,,,,
Northgate - Virginia,2016-01-01,,,,,,,,,
Annerley,2016-01-01,,,,,,,,,
Greenslopes,2016-01-01,,,,,,,,,
Woolloongabba,2016-01-01,6075,9951,61.1,10577,21483,49.2,728054,119.84,73.16
Eight Mile Plains,2016-01-01,,,,,,,,,
Mount Gravatt,2016-01-01,,,,,,,,,
Upper Mount Gravatt,2016-01-01,,,,,,,,,
Robertson,2016-01-01,,,,,,,,,
Calamvale - Stretton,2016-01-01,,,,,,,,,
Rocklea - Acacia Ridge,2016-01-01,2386,3968,60.1,3236,10385,31.2,262841,110.16,66.24
Sunnybank,2016-01-01,,,,,,,,,
Jindalee - Mount Ommaney,2016-01-01,,,,,,,,,
Indooroopilly,2016-01-01,,,,,,,,,
St Lucia,2016-01-01,,,,,,,,,
Brisbane City,2016-01-01,144311,211420,68.3,249213,551025,45.2,23085481,159.97,109.19
Fortitude Valley,2016-01-01,10382,18538,56,15871,37572,42.2,1548044,149.11,83.51
Kangaroo Point,2016-01-01,11738,23529,49.9,19966,62155,32.1,1642019,139.89,69.79
New Farm,2016-01-01,,,,,,,,,
South Brisbane,2016-01-01,13924,25531,54.5,25216,65656,38.4,2305271,165.56,90.29
Spring Hill,2016-01-01,22498,46593,48.3,37049,118141,31.4,2664069,118.41,57.18
Albion,2016-01-01,,,,,,,,,
Ascot,2016-01-01,1826,2883,63.3,3520,7781,45.2,277370,151.9,96.21
Clayfield,2016-01-01,,,,,,,,,
Hamilton (Qld),2016-01-01,5087,12307,41.3,7972,30969,25.7,715841,140.71,58.17
Hendra,2016-01-01,,,,,,,,,
Kelvin Grove - Herston,2016-01-01,,,,,,,,,
Newstead - Bowen Hills,2016-01-01,5020,9362,53.6,9966,27595,36.1,675680,134.61,72.17
Windsor,2016-01-01,,,,,,,,,
Auchenflower,2016-01-01,,,,,,,,,
Paddington - Milton,2016-01-01,,,,,,,,,
Toowong,2016-01-01,2669,5766,46.3,5160,17298,29.8,389930,146.1,67.63
Darra - Sumner,2016-01-01,,,,,,,,,
Oxley (Qld),2016-01-01,,,,,,,,,
Boonah,2016-01-01,,,,,,,,,
Lowood,2016-01-01,,,,,,,,,
Rosewood,2016-01-01,,,,,,,,,
Ipswich - Central,2016-01-01,4359,8420,51.8,7802,21366,36.5,582526,133.65,69.18
Leichhardt - One Mile,2016-01-01,,,,,,,,,
North Ipswich - Tivoli,2016-01-01,,,,,,,,,
Raceview,2016-01-01,,,,,,,,,
Hillcrest,2016-01-01,,,,,,,,,
Loganholme - Tanah Merah,2016-01-01,,,,,,,,,
Loganlea,2016-01-01,,,,,,,,,
Waterford West,2016-01-01,,,,,,,,,
Slacks Creek,2016-01-01,,,,,,,,,
Springwood,2016-01-01,,,,,,,,,
Bribie Island,2016-01-01,1981,2945,67.3,5031,33759,14.9,301209,152.05,102.28
Caboolture,2016-01-01,1561,2480,62.9,2415,7502,32.2,194248,124.44,78.33
Caboolture - South,2016-01-01,,,,,,,,,
Margate - Woody Point,2016-01-01,,,,,,,,,
Redcliffe,2016-01-01,2823,4712,59.9,6032,14384,41.9,562720,199.33,119.42
Cashmere,2016-01-01,,,,,,,,,
Gatton,2016-01-01,,,,,,,,,
Lockyer Valley - West,2016-01-01,,,,,,,,,
Buderim - North,2016-01-01,,,,,,,,,
Buddina - Minyama,2016-01-01,,,,,,,,,
Caloundra - Kings Beach,2016-01-01,12543,16368,76.6,38323,57629,66.5,2616676,208.62,159.87
Golden Beach - Pelican Waters,2016-01-01,8752,10447,83.8,20210,33728,59.9,1337254,152.79,128
Moffat Beach - Battery Hill,2016-01-01,1659,2728,60.8,4520,8370,54,220487,132.9,80.82
Wurtulla - Birtinya,2016-01-01,,,,,,,,,
Coolum Beach,2016-01-01,7931,10850,73.1,23080,42067,54.9,1419806,179.02,130.86
Marcoola - Mudjimba,2016-01-01,13432,16120,83.3,37723,60047,62.8,2206424,164.27,136.87
Maroochydore - Kuluin,2016-01-01,8939,12183,73.4,23545,41478,56.8,2244388,251.09,184.22
Mooloolaba - Alexandra Headland,2016-01-01,30541,37541,81.4,79722,134788,59.1,6734384,220.5,179.39
Diddillibah - Rosemount,2016-01-01,,,,,,,,,
Nambour,2016-01-01,909,1829,49.7,1250,5301,23.6,107851,118.65,58.97
Noosa Heads,2016-01-01,26783,36983,72.4,65435,111631,58.6,9932330,370.85,268.56
Noosaville,2016-01-01,14661,20119,72.9,41741,74927,55.7,2471783,168.6,122.86
Peregian,2016-01-01,883,1767,50,2097,6324,33.2,188149,213.08,106.48
Sunshine Beach,2016-01-01,1504,2201,68.3,3565,8990,39.7,341533,227.08,155.17
Caloundra Hinterland,2016-01-01,,,,,,,,,
Maroochy Hinterland,2016-01-01,,,,,,,,,
Palmwoods,2016-01-01,,,,,,,,,
Cooloola,2016-01-01,2432,5146,47.3,6275,19623,32,311039,127.89,60.44
Gympie - North,2016-01-01,2735,4681,58.4,5501,13206,41.7,357232,130.6,76.32
Pialba - Eli Waters,2016-01-01,1008,2325,43.4,1556,6944,22.4,105278,104.44,45.28
Point Vernon,2016-01-01,,,,,,,,,
Torquay - Scarness - Kawungan,2016-01-01,,,,,,,,,
Urangan - Wondunna,2016-01-01,11051,16833,65.6,24303,61938,39.2,1331901,120.53,79.12
Burrum - Fraser,2016-01-01,,,,,,,,,
Maryborough (Qld),2016-01-01,4078,10478,38.9,8731,30484,28.6,480143,117.73,45.82
Tinana,2016-01-01,,,,,,,,,
Balonne,2016-01-01,992,4774,20.8,1387,14136,9.8,119161,120.13,24.96
Chinchilla,2016-01-01,970,4898,19.8,1057,12059,8.8,120137,123.87,24.53
Goondiwindi,2016-01-01,3301,7192,45.9,5744,20987,27.4,378865,114.78,52.68
Miles - Wandoan,2016-01-01,1047,4092,25.6,1122,9734,11.5,154809,147.92,37.83
Roma,2016-01-01,2388,8587,27.8,3605,23126,15.6,310102,129.86,36.11
Roma Region,2016-01-01,502,2294,21.9,558,6541,8.5,74650,148.71,32.54
Tara,2016-01-01,,,,,,,,,
Crows Nest - Rosalie,2016-01-01,,,,,,,,,
Jondaryan,2016-01-01,,,,,,,,,
Pittsworth,2016-01-01,,,,,,,,,
Wambo,2016-01-01,2870,8432,34,3996,22723,17.6,379156,132.11,44.97
Southern Downs - East,2016-01-01,,,,,,,,,
Stanthorpe,2016-01-01,1805,5208,34.7,3076,16988,18.1,197240,109.27,37.87
Warwick,2016-01-01,2054,6262,32.8,3920,17112,22.9,205465,100.01,32.81
Darling Heights,2016-01-01,2273,4185,54.3,3993,13299,30,254909,112.14,60.91
Drayton - Harristown,2016-01-01,1301,3007,43.3,1754,8742,20.1,184589,141.88,61.39
Highfields,2016-01-01,,,,,,,,,
Newtown (Qld),2016-01-01,,,,,,,,,
North Toowoomba - Harlaxton,2016-01-01,,,,,,,,,
Toowoomba - Central,2016-01-01,7590,18228,41.6,11640,48298,24.1,1229083,161.93,67.43
Toowoomba - East,2016-01-01,2716,7595,35.8,4988,23219,21.5,370185,136.3,48.74
Toowoomba - West,2016-01-01,,,,,,,,,
Wilsonton,2016-01-01,,,,,,,,,
Kingaroy,2016-01-01,3076,6386,48.2,3982,16616,24,347041,112.81,54.34
Kingaroy Region - North,2016-01-01,,,,,,,,,
Nanango,2016-01-01,1067,1581,67.5,1092,4154,26.3,112731,105.65,71.3
Bargara - Burnett Heads,2016-01-01,4395,7471,58.8,10805,29140,37.1,846155,192.53,113.26
Branyan - Kensington,2016-01-01,,,,,,,,,
Bundaberg,2016-01-01,5053,9858,51.3,8152,25978,31.4,611158,120.96,62
Bundaberg Region - South,2016-01-01,1177,2077,56.7,1711,7471,22.9,124940,106.15,60.15
Millbank - Avoca,2016-01-01,1465,2976,49.2,1701,9269,18.4,134919,92.09,45.34
Gayndah - Mundubbera,2016-01-01,,,,,,,,,
Gin Gin,2016-01-01,,,,,,,,,
Monto - Eidsvold,2016-01-01,,,,,,,,,
Central Highlands - East,2016-01-01,1365,4433,30.8,1593,10912,14.6,132105,96.8,29.8
Central Highlands - West,2016-01-01,,,,,,,,,
Emerald,2016-01-01,3117,15624,20,3930,40641,9.7,379682,121.81,24.3
Agnes Water - Miriam Vale,2016-01-01,5061,10354,48.9,12653,35681,35.5,1111598,219.64,107.36
Banana,2016-01-01,,,,,,,,,
Biloela,2016-01-01,2230,6975,32,2846,17670,16.1,267123,119.79,38.3
Boyne Island - Tannum Sands,2016-01-01,948,2449,38.7,1723,6851,25.1,84020,88.64,34.31
Clinton - New Auckland,2016-01-01,,,,,,,,,
Gladstone,2016-01-01,9413,28582,32.9,12720,77438,16.4,1192096,126.64,41.71
Gladstone Hinterland,2016-01-01,,,,,,,,,
West Gladstone,2016-01-01,,,,,,,,,
Berserker,2016-01-01,,,,,,,,,
Emu Park,2016-01-01,,,,,,,,,
Norman Gardens,2016-01-01,2603,3441,75.6,3871,8401,46.1,391715,150.5,113.84
Park Avenue,2016-01-01,2227,6975,31.9,4183,19034,22,267231,119.98,38.31
Parkhurst - Kawana,2016-01-01,,,,,,,,,
Rockhampton City,2016-01-01,10865,29171,37.2,17148,72602,23.6,1529857,140.81,52.44
The Range - Allenstown,2016-01-01,4241,11315,37.5,6393,34503,18.5,449481,106,39.72
Yeppoon,2016-01-01,4188,8711,48.1,9812,35774,27.4,667117,159.3,76.58
Broadsound - Nebo,2016-01-01,792,6293,12.6,858,13950,6.2,90278,113.97,14.35
Clermont,2016-01-01,,,,,,,,,
Moranbah,2016-01-01,1698,7285,23.3,2172,17360,12.5,202845,119.46,27.84
East Mackay,2016-01-01,1599,6665,24,2583,19251,13.4,232950,145.7,34.95
Eimeo - Rural View,2016-01-01,,,,,,,,,
Mackay,2016-01-01,12842,30628,41.9,20408,74421,27.4,1804729,140.53,58.92
Sarina,2016-01-01,1164,2821,41.3,1738,8897,19.5,143623,123.38,50.91
Seaforth - Calen,2016-01-01,,,,,,,,,
Shoal Point - Bucasia,2016-01-01,,,,,,,,,
Slade Point,2016-01-01,,,,,,,,,
South Mackay,2016-01-01,,,,,,,,,
West Mackay,2016-01-01,5639,17732,31.8,7943,49965,15.9,587793,104.23,33.15
Bowen,2016-01-01,1254,4712,26.6,2335,13113,17.8,163026,130,34.6
Airlie - Whitsundays,2016-01-01,,,,,,,,,
Proserpine,2016-01-01,,,,,,,,,
Ayr,2016-01-01,703,2387,29.5,1066,6851,15.6,74115,105.43,31.05
Charters Towers,2016-01-01,1621,4805,33.7,2499,13981,17.9,193217,119.2,40.21
Ingham,2016-01-01,620,2976,20.8,966,8401,11.5,69160,111.55,23.24
