"46270DO002_201617 Land Management and Farming in Australia, 2016�17",,,,,,,
Released at 11:30 am (Canberra time) 26 June 2018,,,,,,,
"Land Management and Farming in Australia, 2016-17 � Australia, States and Territories and NRM regions�2016-17",,,,,,,
,,,,,,,
Region code,Region label,Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors
404,Kangaroo Island,LMSOILENHATOCO_F,Soil management - Soil enhancer use - Compost - Weight applied (t),np,,np,
404,Kangaroo Island,LMSOILENHAHAGM_F,Soil management - Soil enhancer use - Green manure - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),"5,488",^,np,
404,Kangaroo Island,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),"12,292",,np,
404,Kangaroo Island,LMSOILENHALTLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Volume applied (L),np,,np,
404,Kangaroo Island,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),61,^,np,
404,Kangaroo Island,LMSOILENHAHAPM_F,Soil management - Soil enhancer use - Poultry manure - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSOILENHATOPM_F,Soil management - Soil enhancer use - Poultry manure - Weight applied (t),np,,np,
404,Kangaroo Island,LMSOILENHAHAOT_F,Soil management - Soil enhancer use - Other soil enhancers - Area applied to (ha) (h),"1,724",*,np,
404,Kangaroo Island,LMSOILENHATOOT_F,Soil management - Soil enhancer use - Other soil enhancers - Weight applied (t) (h),"8,566",*,np,
404,Kangaroo Island,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),np,,np,
404,Kangaroo Island,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),np,,np,
404,Kangaroo Island,LMSLFERTAHAOT_F,Fertiliser - Other slow release fertiliser - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSLFERTATOOT_F,Fertiliser - Other slow release fertiliser - Weight applied (t),np,,np,
404,Kangaroo Island,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),"39,727",,np,
404,Kangaroo Island,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),"4,827",,np,
404,Kangaroo Island,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),"30,075",,55,^
404,Kangaroo Island,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),"2,370",,55,^
404,Kangaroo Island,AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,,np,
404,Kangaroo Island,AGFERTTYPEAHAOPB_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Area applied to (ha),"16,592",^,24,^
404,Kangaroo Island,AGFERTTYPEATOOPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Weight applied (t),"1,406",^,24,^
404,Kangaroo Island,AGFERTTYPEAHAURE_F,Fertiliser - Fertiliser use - Urea - Area applied to (ha),np,,np,
404,Kangaroo Island,AGFERTTYPEATOURE_F,Fertiliser - Fertiliser use - Urea - Weight applied (t),np,,np,
404,Kangaroo Island,AGFERTTYPEAHAAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Area applied to (ha),"2,330",*,8,*
404,Kangaroo Island,AGFERTTYPEATOAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Weight applied (t),192,*,8,*
404,Kangaroo Island,AGFERTTYPEAHAUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Area applied to (ha),np,,np,
404,Kangaroo Island,AGFERTTYPEALOUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Volume applied (L),np,,np,
404,Kangaroo Island,AGFERTTYPEAHAPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Area applied to (ha),np,,np,
404,Kangaroo Island,AGFERTTYPEATOPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Weight applied (t),np,,np,
404,Kangaroo Island,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"12,910",^,38,^
404,Kangaroo Island,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),968,^,38,^
404,Kangaroo Island,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),916,*,6,*
404,Kangaroo Island,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),173,*,6,*
404,Kangaroo Island,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),np,,4,^
404,Kangaroo Island,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),52,^,3,^
404,Kangaroo Island,AGFERTTYPELTROTH_F,Fertiliser - Fertiliser use - All other fertilisers - Volume applied (L),np,,np,
404,Kangaroo Island,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),np,,35,^
404,Kangaroo Island,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),np,,33,*
404,Kangaroo Island,LMFCROPAHAOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Area fertilised (ha),np,,np,
404,Kangaroo Island,LMFCROPATOOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Weight applied (t),np,,np,
404,Kangaroo Island,LMFCROPAHAOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Area fertilised (ha),"6,310",^,31,^
404,Kangaroo Island,LMFCROPATOOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Weight applied (t),"1,072",^,30,^
405,Northern and Yorke,AGLANDTOTLAHA_F,Area of holding (ha) (a),"3,251,043",,"2,079",
405,Northern and Yorke,AGNONPRODAHA_F,Land use - Land not used for agricultural production - Total area (ha),"78,426",^,"1,589",
405,Northern and Yorke,AGNONPROD_AHACON_F,Land use - Land set aside for conservation/protection purposes - Area (ha) (b),"45,412",*,558,
405,Northern and Yorke,AGNONPROD_AHAOTH_F,Land use - Other areas not used for agricultural production - Area (ha) (c),"33,014",^,"1,533",
405,Northern and Yorke,AGPRODAGLAHA_F,Land use - Land mainly used for agricultural production - Total area (ha),"3,090,665",,"2,006",
405,Northern and Yorke,AGPROD_AHACRP_F,Land use - Land mainly used for crops - Area (ha) (d),"1,566,451",,"1,713",
405,Northern and Yorke,AGLANDGRAZEHA_F,Land use - Land mainly used for grazing - Total area (ha) (e),"1,511,042",^,"1,403",
405,Northern and Yorke,AGPROD_AHAGRI_F,Land use - Land mainly used for grazing - Grazing on improved pastures - Area (ha),"251,949",^,803,
405,Northern and Yorke,AGPROD_AHAGRO_F,Land use - Land mainly used for grazing - Grazing on other land - Area (ha) (f),"1,259,093",^,922,
405,Northern and Yorke,AGPROD_AHACRGR_D,Land use - Land mainly used for cropping and improved pastures - Total area (ha),"1,818,400",,"1,834",
405,Northern and Yorke,AGPROD_AHAFOR_F,Land use - Land mainly used for forestry - Total area (ha),448,,27,
405,Northern and Yorke,AGPRODFORPLAAHA_F,Land use - Land mainly used for forestry - Plantation forest - Area (ha),365,**,17,**
405,Northern and Yorke,AGPRODFORNATAHA_F,Land use - Land mainly used for forestry - Native forest - Area (ha),83,*,10,*
405,Northern and Yorke,AGPROD_AHAOTH_F,Land use - Land mainly used for other agricultural purposes - Area (ha) (g),"12,724",**,122,^
405,Northern and Yorke,AGLANDLSAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land sold (ha),"16,658",*,58,*
405,Northern and Yorke,AGLANDLLVAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land leased out or vacated (ha),"57,530",*,154,*
405,Northern and Yorke,AGLANDSOLDHA_F,Agricultural land vacated - Land sold during the reference period - Total area (ha),"16,658",*,58,*
405,Northern and Yorke,AGLANDLEAVACHA_F,Agricultural land vacated - Land leased out or vacated during the reference period - Total area (ha),"57,530",*,154,*
405,Northern and Yorke,LMPAST100ANPAHA_F,Pasture management - Area 100 percent annual pasture - Area (ha),"124,104",^,407,^
405,Northern and Yorke,LMPASTANNPERAHA_F,Pasture management - Area mix of annual and perennial pasture - Area (ha),"197,697",^,405,^
405,Northern and Yorke,LMPAST100PERAHA_F,Pasture management - Area 100 percent perennial pasture - Area (ha),"16,611",**,47,*
405,Northern and Yorke,LMLANDCRPPAS_F,Crop and pasture management - Pasture and crop land cultivated - Total area cultivated (ha),"1,106,758",,"1,283",
405,Northern and Yorke,LMPASTCULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Total area cultivated - Area (ha) (a),"118,612",,478,
405,Northern and Yorke,LMPASTNOCULPAAHA_F,Crop and pasture management - Pasture land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"105,266",^,388,^
405,Northern and Yorke,LMPAST1CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - One cultivation - Area (ha),"13,221",**,108,*
405,Northern and Yorke,LMPAST3CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Three or more cultivations - Area (ha),125,**,4,**
405,Northern and Yorke,LMPASTCULTCRAHA_F,Crop and pasture management - Crop land cultivated - Total area cultivated - Area (ha) (a),"988,146",,"1,133",
405,Northern and Yorke,LMPASTNOCULCRAHA_F,Crop and pasture management - Crop land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"893,843",,937,
405,Northern and Yorke,LMPAST1CULCRAHA_F,Crop and pasture management - Crop land cultivated - One cultivation - Area (ha),"79,481",^,239,^
405,Northern and Yorke,LMPAST2CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Two cultivations - Area (ha),"12,589",*,89,*
405,Northern and Yorke,LMPAST3CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Three or more cultivations - Area (ha),"2,233",**,10,**
405,Northern and Yorke,LMCULTNUMAHA0_F,Crop and pasture management - Pasture and crop land cultivated - No cultivation (apart from sowing or planting) - Total area (ha),"999,109",,"1,057",
405,Northern and Yorke,LMCULTNUMAHA1_F,Crop and pasture management - Pasture and crop land cultivated - One cultivation - Total area (ha),"92,702",^,307,^
405,Northern and Yorke,LMCULTNUMAHA2_F,Crop and pasture management - Pasture and crop land cultivated - Two cultivations - Total area (ha),"12,589",*,89,*
405,Northern and Yorke,LMCULTNUMAHA3_F,Crop and pasture management - Pasture and crop land cultivated - Three or more cultivations - Total area (ha),"2,358",**,15,**
405,Northern and Yorke,LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"1,342,378",,"1,468",
405,Northern and Yorke,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),"73,854",^,347,^
405,Northern and Yorke,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),"30,539",^,171,^
405,Northern and Yorke,LMCRSTMWDLAHA_F,Crop stubble and/or trash management - Windrowed and left - Total area (ha),"5,060",*,54,*
405,Northern and Yorke,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),"16,292",^,101,*
405,Northern and Yorke,LMCRSTMINCSAHA_F,Crop stubble and/or trash management - Incorporated into soil - Total area (ha),"60,599",^,149,^
405,Northern and Yorke,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"604,249",,736,
405,Northern and Yorke,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"264,199",^,375,^
405,Northern and Yorke,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"247,355",^,487,^
405,Northern and Yorke,LMCRSTMOTHAHA_F,Crop stubble and/or trash management - Other practice - Total area (ha),"40,232",*,59,*
405,Northern and Yorke,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),"31,950",*,228,^
405,Northern and Yorke,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"46,323",^,282,^
405,Northern and Yorke,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),"20,849",*,76,*
405,Northern and Yorke,LMINTCROPAHAMS_F,Crop management - Intercropping practices - Mixed inter-row/strip cropping - Area (ha),"4,774",**,11,*
405,Northern and Yorke,LMINTCROPAHARE_F,Crop management - Intercropping practices - Relay cropping - Area (ha),"9,781",**,4,**
405,Northern and Yorke,LMINTCROPAHARA_F,Crop management - Intercropping practices - Row alley cropping - Area (ha),172,**,5,**
405,Northern and Yorke,LMINTCROPAHACO_F,Crop management - Intercropping practices - Cover cropping - Area (ha),"1,030",*,26,*
405,Northern and Yorke,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"5,094",**,30,**
405,Northern and Yorke,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),"91,177",^,509,^
405,Northern and Yorke,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),"150,995",^,497,^
405,Northern and Yorke,LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,,np,
405,Northern and Yorke,LMSOILENHAHACO_F,Soil management - Soil enhancer use - Compost - Area applied to (ha),"2,790",*,51,*
405,Northern and Yorke,LMSOILENHATOCO_F,Soil management - Soil enhancer use - Compost - Weight applied (t),"11,653",*,51,*
405,Northern and Yorke,LMSOILENHAHAGM_F,Soil management - Soil enhancer use - Green manure - Area applied to (ha),np,,np,
405,Northern and Yorke,LMSOILENHAHAMU_F,Soil management - Soil enhancer use - Mulch - Area applied to (ha),130,*,np,
405,Northern and Yorke,LMSOILENHATOMU_F,Soil management - Soil enhancer use - Mulch - Weight applied (t),np,,np,
405,Northern and Yorke,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),"10,129",^,87,^
405,Northern and Yorke,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),"15,467",^,87,^
405,Northern and Yorke,LMSOILENHAHADM_F,Soil management - Soil enhancer use - Dolomite - Area applied to (ha),"1,371",**,21,*
405,Northern and Yorke,LMSOILENHATODM_F,Soil management - Soil enhancer use - Dolomite - Amount applied (t),"2,997",**,21,*
405,Northern and Yorke,LMSOILENHALTDM_F,Soil management - Soil enhancer use - Dolomite - Volume applied (L),np,,np,
405,Northern and Yorke,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),"52,623",^,289,^
405,Northern and Yorke,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),"63,027",^,289,^
405,Northern and Yorke,LMSOILENHALTGY_F,Soil management - Soil enhancer use - Gypsum - Volume applied (L),np,,np,
405,Northern and Yorke,LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),np,,np,
405,Northern and Yorke,LMSOILENHATOBI_F,Soil management - Soil enhancer use - Biochar - Weight applied (t),np,,np,
405,Northern and Yorke,LMSOILENHAHAPM_F,Soil management - Soil enhancer use - Poultry manure - Area applied to (ha),"22,034",^,110,^
405,Northern and Yorke,LMSOILENHATOPM_F,Soil management - Soil enhancer use - Poultry manure - Weight applied (t),"48,261",^,110,^
405,Northern and Yorke,LMSOILENHAHAOT_F,Soil management - Soil enhancer use - Other soil enhancers - Area applied to (ha) (h),np,,26,*
405,Northern and Yorke,LMSOILENHATOOT_F,Soil management - Soil enhancer use - Other soil enhancers - Weight applied (t) (h),np,,26,*
405,Northern and Yorke,LMFINHIBAHA_F,Fertiliser - Fertiliser containing nitrification inhibitor - Area applied to (ha),np,,np,
405,Northern and Yorke,LMFINHIBATO_F,Fertiliser - Fertiliser containing nitrification inhibitor - Amount applied (t),np,,np,
405,Northern and Yorke,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),"104,462",^,154,^
405,Northern and Yorke,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),"11,337",^,154,^
405,Northern and Yorke,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),"140,185",^,203,^
405,Northern and Yorke,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),"13,779",^,203,^
405,Northern and Yorke,LMSLFERTAHAOT_F,Fertiliser - Other slow release fertiliser - Area applied to (ha),"51,565",**,61,*
405,Northern and Yorke,LMSLFERTATOOT_F,Fertiliser - Other slow release fertiliser - Weight applied (t),"3,869",**,61,*
405,Northern and Yorke,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),"24,564",*,90,*
405,Northern and Yorke,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),"1,963",*,90,*
405,Northern and Yorke,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),"81,330",^,121,^
405,Northern and Yorke,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),"6,193",^,121,^
405,Northern and Yorke,AGFERTTYPEAHAOPB_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Area applied to (ha),"135,184",^,182,^
405,Northern and Yorke,AGFERTTYPEATOOPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Weight applied (t),"10,832",^,182,^
405,Northern and Yorke,AGFERTTYPEAHAPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Area applied to (ha),"10,824",**,np,
405,Northern and Yorke,AGFERTTYPEATOPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Weight applied (t),511,**,np,
